gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,Churn_numeric,InternetService_Fiber optic,Contract_One year,Contract_Two year,CustomerValue,TotalServices,Senior_Fiber_Risk,ContractRisk,Cluster,Persona
1,0,0,40,1,1,106,0,0,True,False,False,4240,2,0,2,0,Loyal High-Rollers
1,0,1,19,1,0,50,0,0,False,False,False,950,1,0,2,1,At-Risk Newbies
0,0,1,4,1,1,81,1,1,False,False,True,324,2,0,0,1,At-Risk Newbies
0,0,0,35,1,0,86,1,1,False,False,True,3010,1,0,0,0,Loyal High-Rollers
0,0,0,20,1,1,69,0,0,True,False,False,1380,2,0,2,1,At-Risk Newbies
1,0,0,11,1,0,20,0,0,False,True,False,220,1,0,1,1,At-Risk Newbies
0,0,1,9,1,0,20,0,0,False,False,True,180,1,0,0,1,At-Risk Newbies
0,0,1,71,1,0,99,0,0,False,False,False,7029,1,0,2,0,Loyal High-Rollers
0,0,1,71,1,0,20,0,0,False,False,True,1420,1,0,0,2,Stable Budgeteers
0,0,0,71,1,1,113,0,0,False,False,True,8023,2,0,0,0,Loyal High-Rollers
0,0,0,31,1,0,79,0,0,True,False,False,2449,1,0,2,0,Loyal High-Rollers
0,1,0,1,1,1,70,1,1,False,False,False,70,2,0,2,1,At-Risk Newbies
1,0,0,31,1,1,76,0,0,True,False,True,2356,2,0,0,1,At-Risk Newbies
0,0,0,1,1,0,71,1,1,False,False,True,71,1,0,0,1,At-Risk Newbies
1,0,0,1,1,1,69,1,1,True,True,False,69,2,0,1,1,At-Risk Newbies
1,0,1,67,1,1,80,1,1,True,False,False,5360,2,0,2,0,Loyal High-Rollers
0,1,0,43,1,1,94,0,0,True,False,True,4042,2,1,0,0,Loyal High-Rollers
1,1,0,21,1,0,87,0,0,False,False,False,1827,1,0,2,1,At-Risk Newbies
0,0,0,61,1,1,106,0,0,False,False,False,6466,2,0,2,0,Loyal High-Rollers
0,0,0,72,1,0,25,0,0,False,False,False,1800,1,0,2,2,Stable Budgeteers
1,0,1,6,1,0,25,0,0,False,False,True,150,1,0,0,1,At-Risk Newbies
0,0,1,47,1,0,20,0,0,False,False,False,940,1,0,2,2,Stable Budgeteers
0,0,0,24,1,1,20,0,0,False,False,True,480,2,0,0,2,Stable Budgeteers
1,0,0,39,1,1,81,0,0,True,False,False,3159,2,0,2,0,Loyal High-Rollers
0,0,1,65,1,0,25,0,0,False,False,False,1625,1,0,2,2,Stable Budgeteers
0,0,0,1,1,1,86,1,1,False,False,True,86,2,0,0,1,At-Risk Newbies
1,0,0,6,1,0,88,0,0,False,False,False,528,1,0,2,1,At-Risk Newbies
0,1,0,56,1,0,101,1,1,True,False,False,5656,1,1,2,0,Loyal High-Rollers
0,0,0,23,1,1,69,0,0,True,False,False,1587,2,0,2,1,At-Risk Newbies
1,0,0,34,1,0,20,0,0,False,False,False,680,1,0,2,2,Stable Budgeteers
1,0,0,21,1,0,20,0,0,False,False,False,420,1,0,2,2,Stable Budgeteers
1,0,0,62,1,1,69,0,0,False,True,False,4278,2,0,1,0,Loyal High-Rollers
1,0,0,62,1,0,20,0,0,False,False,True,1240,1,0,0,2,Stable Budgeteers
0,0,0,51,1,0,112,0,0,False,True,False,5712,1,0,1,0,Loyal High-Rollers
1,0,0,18,1,0,57,0,0,True,False,True,1026,1,0,0,1,At-Risk Newbies
0,0,0,34,1,1,74,1,1,True,False,False,2516,2,0,2,0,Loyal High-Rollers
0,0,0,61,1,0,94,0,0,False,False,False,5734,1,0,2,0,Loyal High-Rollers
1,1,0,2,1,0,50,0,0,True,False,False,100,1,1,2,1,At-Risk Newbies
1,0,1,72,1,0,55,0,0,False,False,False,3960,1,0,2,0,Loyal High-Rollers
0,0,0,53,1,1,110,0,0,True,False,False,5830,2,0,2,0,Loyal High-Rollers
1,0,0,6,1,0,79,0,0,False,False,False,474,1,0,2,1,At-Risk Newbies
0,0,0,24,1,1,84,0,0,True,False,True,2016,2,0,0,1,At-Risk Newbies
1,0,1,68,1,1,71,0,0,True,False,False,4828,2,0,2,0,Loyal High-Rollers
0,0,1,47,0,0,60,0,0,False,True,False,2820,0,0,1,2,Stable Budgeteers
1,1,0,47,1,1,86,1,1,True,False,False,4042,2,1,2,0,Loyal High-Rollers
0,0,1,36,1,1,19,0,0,False,False,True,684,2,0,0,2,Stable Budgeteers
1,0,0,9,1,0,20,0,0,True,False,False,180,1,0,2,1,At-Risk Newbies
0,0,1,61,1,1,101,0,0,False,True,False,6161,2,0,1,0,Loyal High-Rollers
1,0,0,72,1,1,79,0,0,True,False,False,5688,2,0,2,0,Loyal High-Rollers
0,0,1,35,1,0,55,0,0,True,False,False,1925,1,0,2,2,Stable Budgeteers
0,0,0,25,1,0,27,0,0,False,True,False,675,1,0,1,2,Stable Budgeteers
1,1,0,35,1,1,101,1,1,False,False,True,3535,2,0,0,0,Loyal High-Rollers
0,0,1,24,0,0,58,0,0,False,False,False,1392,0,0,2,1,At-Risk Newbies
1,0,0,56,1,1,25,1,1,True,False,False,1400,2,0,2,2,Stable Budgeteers
1,1,0,26,1,1,94,0,0,True,False,False,2444,2,1,2,0,Loyal High-Rollers
0,0,0,72,1,0,80,0,0,False,False,False,5760,1,0,2,0,Loyal High-Rollers
0,0,0,37,1,1,65,0,0,False,False,False,2405,2,0,2,1,At-Risk Newbies
0,0,0,7,1,0,75,1,1,False,False,False,525,1,0,2,1,At-Risk Newbies
1,0,0,7,1,1,74,1,1,True,False,False,518,2,0,2,1,At-Risk Newbies
1,0,0,69,1,0,79,1,1,True,False,False,5451,1,0,2,0,Loyal High-Rollers
1,0,1,8,1,0,20,0,0,True,False,False,160,1,0,2,1,At-Risk Newbies
0,0,1,12,0,0,30,0,0,True,False,False,360,0,0,2,1,At-Risk Newbies
1,0,1,44,1,0,26,0,0,True,False,False,1144,1,0,2,2,Stable Budgeteers
1,0,1,72,1,0,81,0,0,False,False,False,5832,1,0,2,0,Loyal High-Rollers
1,0,0,56,1,0,94,1,1,False,False,False,5264,1,0,2,0,Loyal High-Rollers
0,0,0,10,1,0,20,0,0,False,False,True,200,1,0,0,1,At-Risk Newbies
1,1,0,1,1,0,69,1,1,False,False,False,69,1,0,2,1,At-Risk Newbies
1,0,1,47,1,0,54,0,0,False,False,False,2538,1,0,2,2,Stable Budgeteers
1,0,0,44,1,1,20,0,0,True,False,True,880,2,0,0,2,Stable Budgeteers
1,0,0,3,1,0,78,1,1,False,False,False,234,1,0,2,1,At-Risk Newbies
0,0,0,8,1,1,71,1,1,True,False,True,568,2,0,0,1,At-Risk Newbies
1,0,0,16,1,1,21,0,0,True,False,False,336,2,0,2,2,Stable Budgeteers
1,0,1,72,1,1,82,0,0,True,False,True,5904,2,0,0,0,Loyal High-Rollers
0,0,0,1,1,0,46,1,1,False,True,False,46,1,0,1,1,At-Risk Newbies
0,1,0,71,1,0,89,0,0,False,False,False,6319,1,0,2,0,Loyal High-Rollers
0,1,0,56,1,0,68,0,0,False,False,True,3808,1,0,0,0,Loyal High-Rollers
0,0,1,3,1,0,19,0,0,False,True,False,57,1,0,1,1,At-Risk Newbies
1,0,1,11,1,1,65,0,0,True,False,False,715,2,0,2,1,At-Risk Newbies
0,0,0,60,1,0,81,0,0,False,True,False,4860,1,0,1,0,Loyal High-Rollers
0,1,0,42,1,0,105,0,0,False,False,True,4410,1,0,0,0,Loyal High-Rollers
0,0,0,2,1,1,51,0,0,False,True,False,102,2,0,1,1,At-Risk Newbies
0,0,0,9,1,0,20,0,0,False,True,False,180,1,0,1,1,At-Risk Newbies
1,0,0,1,1,0,75,0,0,True,False,True,75,1,0,0,1,At-Risk Newbies
1,0,1,52,0,0,50,0,0,True,False,False,2600,0,0,2,2,Stable Budgeteers
1,1,0,35,1,0,99,1,1,False,True,False,3465,1,0,1,0,Loyal High-Rollers
1,0,1,20,1,0,19,1,1,True,True,False,380,1,0,1,2,Stable Budgeteers
0,0,0,15,1,1,75,0,0,True,False,False,1125,2,0,2,1,At-Risk Newbies
1,0,0,17,1,0,71,0,0,False,True,False,1207,1,0,1,1,At-Risk Newbies
1,0,0,30,1,0,90,1,1,True,False,False,2700,1,0,2,0,Loyal High-Rollers
0,0,0,1,1,1,96,0,0,True,False,False,96,2,0,2,1,At-Risk Newbies
1,0,0,10,1,0,85,1,1,True,False,False,850,1,0,2,1,At-Risk Newbies
0,0,0,13,1,0,70,0,0,False,False,False,910,1,0,2,1,At-Risk Newbies
1,0,0,4,1,1,100,1,1,False,False,True,400,2,0,0,1,At-Risk Newbies
0,1,0,3,1,0,70,1,1,False,False,False,210,1,0,2,1,At-Risk Newbies
0,0,0,59,1,0,80,0,0,True,False,False,4720,1,0,2,0,Loyal High-Rollers
0,0,0,2,1,0,70,1,1,False,False,False,140,1,0,2,1,At-Risk Newbies
0,0,1,14,1,0,81,0,0,False,False,False,1134,1,0,2,1,At-Risk Newbies
1,0,0,1,0,0,25,1,1,False,False,False,25,0,0,2,1,At-Risk Newbies
1,1,0,43,1,1,103,1,1,True,False,False,4429,2,1,2,0,Loyal High-Rollers
0,0,0,16,1,1,75,0,0,True,False,False,1200,2,0,2,1,At-Risk Newbies
1,1,0,53,0,1,54,1,1,False,False,True,2862,1,0,0,2,Stable Budgeteers
0,0,1,4,1,0,25,0,0,False,True,False,100,1,0,1,1,At-Risk Newbies
0,0,0,16,1,0,75,0,0,False,False,False,1200,1,0,2,1,At-Risk Newbies
0,0,0,43,1,0,55,0,0,True,False,False,2365,1,0,2,2,Stable Budgeteers
1,1,0,8,1,1,81,1,1,True,False,False,648,2,1,2,1,At-Risk Newbies
1,0,1,6,1,1,49,0,0,True,True,False,294,2,0,1,1,At-Risk Newbies
0,0,0,72,1,0,112,0,0,False,False,False,8064,1,0,2,0,Loyal High-Rollers
0,0,1,60,0,0,50,0,0,False,True,False,3000,0,0,1,2,Stable Budgeteers
1,0,1,0,1,1,20,0,0,True,False,False,0,2,0,2,1,At-Risk Newbies
0,0,0,2,1,1,20,0,0,True,False,False,40,2,0,2,1,At-Risk Newbies
0,0,0,55,1,0,90,0,0,False,False,False,4950,1,0,2,0,Loyal High-Rollers
0,0,0,56,1,1,99,0,0,True,False,False,5544,2,0,2,0,Loyal High-Rollers
1,0,1,71,1,1,85,0,0,False,False,True,6035,2,0,0,0,Loyal High-Rollers
1,0,0,2,1,0,62,1,1,False,False,False,124,1,0,2,1,At-Risk Newbies
0,0,0,64,1,0,105,0,0,False,False,True,6720,1,0,0,0,Loyal High-Rollers
0,0,0,42,1,0,74,1,1,True,False,False,3108,1,0,2,0,Loyal High-Rollers
1,1,0,25,1,0,89,1,1,False,False,False,2225,1,0,2,1,At-Risk Newbies
0,0,1,5,1,1,49,0,0,False,False,True,245,2,0,0,1,At-Risk Newbies
1,0,1,72,1,0,117,0,0,False,True,False,8424,1,0,1,0,Loyal High-Rollers
0,1,0,33,1,1,81,1,1,True,False,False,2673,2,1,2,0,Loyal High-Rollers
1,1,0,32,1,1,85,1,1,True,False,True,2720,2,1,0,0,Loyal High-Rollers
1,0,1,5,1,0,20,0,0,False,False,False,100,1,0,2,1,At-Risk Newbies
0,0,0,3,1,0,74,1,1,False,False,False,222,1,0,2,1,At-Risk Newbies
0,1,0,6,1,1,84,1,1,False,False,True,504,2,0,0,1,At-Risk Newbies
1,0,0,69,1,1,106,1,1,True,False,False,7314,2,0,2,0,Loyal High-Rollers
0,0,0,13,1,0,80,0,0,False,True,False,1040,1,0,1,1,At-Risk Newbies
1,0,1,22,1,0,75,0,0,False,False,False,1650,1,0,2,1,At-Risk Newbies
1,0,0,61,1,0,70,0,0,False,False,True,4270,1,0,0,0,Loyal High-Rollers
0,1,0,33,0,1,59,0,0,False,True,False,1947,1,0,1,1,At-Risk Newbies
1,0,0,41,1,1,73,1,1,True,False,True,2993,2,0,0,0,Loyal High-Rollers
0,0,0,45,1,1,113,0,0,True,False,False,5085,2,0,2,0,Loyal High-Rollers
1,1,0,70,1,0,90,0,0,False,True,False,6300,1,0,1,0,Loyal High-Rollers
1,0,1,55,1,1,58,1,1,False,True,False,3190,2,0,1,2,Stable Budgeteers
1,0,1,52,0,0,44,0,0,False,False,True,2288,0,0,0,2,Stable Budgeteers
1,0,0,3,0,0,40,1,1,True,False,False,120,0,0,2,1,At-Risk Newbies
0,0,0,30,1,1,100,1,1,True,False,True,3000,2,0,0,0,Loyal High-Rollers
1,1,0,70,0,0,45,1,1,False,False,False,3150,0,0,2,2,Stable Budgeteers
0,0,1,9,1,0,93,0,0,False,False,False,837,1,0,2,1,At-Risk Newbies
1,0,1,21,1,1,20,0,0,True,False,False,420,2,0,2,2,Stable Budgeteers
0,0,1,55,1,0,76,0,0,False,False,False,4180,1,0,2,0,Loyal High-Rollers
1,0,0,41,1,0,65,0,0,False,True,False,2665,1,0,1,0,Loyal High-Rollers
0,0,1,62,1,0,26,0,0,False,True,False,1612,1,0,1,2,Stable Budgeteers
0,0,0,1,1,0,80,1,1,False,False,False,80,1,0,2,1,At-Risk Newbies
0,1,0,67,1,0,55,0,0,False,False,True,3685,1,0,0,2,Stable Budgeteers
0,0,0,63,1,1,80,0,0,True,False,False,5040,2,0,2,0,Loyal High-Rollers
1,0,0,38,1,0,69,0,0,False,False,False,2622,1,0,2,0,Loyal High-Rollers
0,0,0,70,0,1,58,0,0,True,False,False,4060,1,0,2,0,Loyal High-Rollers
1,0,1,38,1,1,20,0,0,True,False,False,760,2,0,2,2,Stable Budgeteers
0,0,1,5,0,0,30,0,0,False,False,False,150,0,0,2,1,At-Risk Newbies
1,0,0,24,1,1,50,0,0,True,False,False,1200,2,0,2,1,At-Risk Newbies
1,0,0,16,1,0,74,1,1,False,False,False,1184,1,0,2,1,At-Risk Newbies
0,0,0,68,0,1,39,0,0,True,False,True,2652,1,0,0,2,Stable Budgeteers
0,0,1,57,1,0,101,0,0,False,False,True,5757,1,0,0,0,Loyal High-Rollers
1,1,0,60,1,1,104,0,0,True,False,False,6240,2,1,2,0,Loyal High-Rollers
0,0,0,29,1,1,71,0,0,False,True,False,2059,2,0,1,1,At-Risk Newbies
0,0,1,9,1,1,66,0,0,True,False,False,594,2,0,2,1,At-Risk Newbies
0,0,0,71,1,1,26,0,0,True,False,False,1846,2,0,2,2,Stable Budgeteers
0,0,0,24,0,0,54,1,1,False,True,False,1296,0,0,1,1,At-Risk Newbies
1,1,0,2,1,0,49,1,1,False,False,False,98,1,0,2,1,At-Risk Newbies
1,0,1,66,1,1,21,0,0,False,False,True,1386,2,0,0,2,Stable Budgeteers
1,0,0,54,1,1,104,1,1,False,False,False,5616,2,0,2,0,Loyal High-Rollers
0,0,0,72,1,1,114,0,0,False,False,True,8208,2,0,0,0,Loyal High-Rollers
1,0,0,52,1,1,20,0,0,True,False,False,1040,2,0,2,2,Stable Budgeteers
1,0,1,71,1,1,77,0,0,False,False,True,5467,2,0,0,0,Loyal High-Rollers
0,1,0,5,1,1,79,1,1,True,True,False,395,2,1,1,1,At-Risk Newbies
1,0,0,42,1,0,20,0,0,False,False,True,840,1,0,0,2,Stable Budgeteers
0,0,0,2,1,0,45,1,1,False,False,True,90,1,0,0,1,At-Risk Newbies
1,0,0,11,1,0,75,1,1,False,True,False,825,1,0,1,1,At-Risk Newbies
0,0,1,41,1,0,80,1,1,False,True,False,3280,1,0,1,0,Loyal High-Rollers
0,0,1,68,1,0,88,0,0,True,False,False,5984,1,0,2,0,Loyal High-Rollers
0,1,0,50,1,1,95,1,1,False,False,True,4750,2,0,0,0,Loyal High-Rollers
1,0,0,53,1,1,94,1,1,True,False,True,4982,2,0,0,0,Loyal High-Rollers
0,0,1,8,1,0,84,1,1,False,False,False,672,1,0,2,1,At-Risk Newbies
0,0,0,50,1,0,104,0,0,False,True,False,5200,1,0,1,0,Loyal High-Rollers
0,0,0,50,1,0,100,0,0,False,False,False,5000,1,0,2,0,Loyal High-Rollers
0,0,0,8,1,1,60,0,0,False,True,False,480,2,0,1,1,At-Risk Newbies
0,0,0,10,0,1,30,0,0,True,False,False,300,1,0,2,1,At-Risk Newbies
0,0,1,37,1,0,24,0,0,True,False,False,888,1,0,2,2,Stable Budgeteers
0,0,1,49,1,0,62,0,0,False,False,False,3038,1,0,2,0,Loyal High-Rollers
0,0,0,17,0,1,36,0,0,True,False,False,612,1,0,2,1,At-Risk Newbies
1,0,1,12,1,1,20,0,0,True,False,True,240,2,0,0,2,Stable Budgeteers
1,0,1,23,1,1,100,1,1,False,False,True,2300,2,0,0,0,Loyal High-Rollers
0,0,1,71,0,1,59,0,0,True,False,False,4189,1,0,2,0,Loyal High-Rollers
0,0,1,71,1,1,78,0,0,False,False,False,5538,2,0,2,0,Loyal High-Rollers
1,0,0,24,1,0,89,0,0,True,True,False,2136,1,0,1,1,At-Risk Newbies
1,0,1,45,1,0,79,0,0,False,True,False,3555,1,0,1,0,Loyal High-Rollers
1,0,1,42,1,0,64,0,0,False,False,False,2688,1,0,2,0,Loyal High-Rollers
0,0,0,18,1,0,96,1,1,True,True,False,1728,1,0,1,1,At-Risk Newbies
0,0,0,26,1,0,74,0,0,True,False,False,1924,1,0,2,1,At-Risk Newbies
1,0,1,9,1,0,55,1,1,False,False,True,495,1,0,0,1,At-Risk Newbies
0,0,0,2,1,0,44,0,0,False,False,False,88,1,0,2,1,At-Risk Newbies
0,0,1,5,1,1,45,0,0,True,False,False,225,2,0,2,1,At-Risk Newbies
1,1,0,6,1,0,84,1,1,False,False,True,504,1,0,0,1,At-Risk Newbies
1,1,0,52,1,0,111,0,0,True,False,False,5772,1,1,2,0,Loyal High-Rollers
1,0,0,57,1,1,74,0,0,True,False,True,4218,2,0,0,0,Loyal High-Rollers
1,0,0,29,1,0,75,0,0,True,False,False,2175,1,0,2,1,At-Risk Newbies
0,0,1,67,1,1,25,0,0,False,False,True,1675,2,0,0,2,Stable Budgeteers
0,0,0,42,1,0,105,1,1,True,False,False,4410,1,0,2,0,Loyal High-Rollers
0,0,0,12,1,0,19,0,0,False,False,True,228,1,0,0,2,Stable Budgeteers
1,0,1,7,0,0,34,1,1,False,True,False,238,0,0,1,1,At-Risk Newbies
0,0,0,12,1,1,20,0,0,True,True,False,240,2,0,1,2,Stable Budgeteers
0,0,0,13,0,0,49,1,1,False,False,False,637,0,0,2,1,At-Risk Newbies
1,0,0,31,1,0,71,0,0,False,False,False,2201,1,0,2,1,At-Risk Newbies
1,0,1,9,0,0,30,1,1,False,True,False,270,0,0,1,1,At-Risk Newbies
1,0,0,63,1,0,20,0,0,False,True,False,1260,1,0,1,2,Stable Budgeteers
1,1,0,45,1,1,99,0,0,True,False,False,4455,2,1,2,0,Loyal High-Rollers
0,1,0,12,1,0,79,0,0,False,False,False,948,1,0,2,1,At-Risk Newbies
1,0,0,41,1,0,80,0,0,False,False,False,3280,1,0,2,0,Loyal High-Rollers
1,0,0,5,1,0,21,1,1,False,False,False,105,1,0,2,1,At-Risk Newbies
1,1,0,71,0,0,46,0,0,False,False,True,3266,0,0,0,2,Stable Budgeteers
0,0,1,72,1,0,79,0,0,False,False,True,5688,1,0,0,0,Loyal High-Rollers
1,0,0,9,1,1,69,0,0,True,False,True,621,2,0,0,1,At-Risk Newbies
0,0,1,51,1,0,90,0,0,True,False,True,4590,1,0,0,0,Loyal High-Rollers
0,0,1,35,0,1,41,0,0,True,False,False,1435,1,0,2,2,Stable Budgeteers
1,0,0,56,1,0,101,0,0,False,True,False,5656,1,0,1,0,Loyal High-Rollers
0,1,0,18,1,1,75,0,0,True,True,False,1350,2,1,1,1,At-Risk Newbies
1,0,0,44,1,0,112,0,0,False,False,True,4928,1,0,0,0,Loyal High-Rollers
0,0,1,48,0,1,30,0,0,False,False,False,1440,1,0,2,2,Stable Budgeteers
0,0,0,11,1,1,65,0,0,True,False,False,715,2,0,2,1,At-Risk Newbies
1,0,1,71,1,1,106,1,1,True,False,False,7526,2,0,2,0,Loyal High-Rollers
1,1,0,35,1,1,82,0,0,False,True,False,2870,2,0,1,0,Loyal High-Rollers
1,1,0,24,0,1,34,0,0,False,False,True,816,1,0,0,2,Stable Budgeteers
0,0,0,60,1,0,105,0,0,True,False,False,6300,1,0,2,0,Loyal High-Rollers
1,0,0,6,0,1,30,1,1,True,True,False,180,1,0,1,1,At-Risk Newbies
1,0,1,15,1,0,20,1,1,False,False,False,300,1,0,2,2,Stable Budgeteers
1,1,0,21,1,0,104,0,0,False,True,False,2184,1,0,1,0,Loyal High-Rollers
1,0,1,33,1,0,21,0,0,False,True,False,693,1,0,1,2,Stable Budgeteers
0,0,0,1,1,0,21,0,0,False,False,False,21,1,0,2,1,At-Risk Newbies
0,0,1,58,1,1,20,0,0,True,False,True,1160,2,0,0,2,Stable Budgeteers
0,0,0,10,1,1,65,0,0,True,False,False,650,2,0,2,1,At-Risk Newbies
0,0,1,33,1,1,24,0,0,True,False,False,792,2,0,2,2,Stable Budgeteers
0,1,0,1,0,1,25,1,1,True,True,False,25,1,1,1,1,At-Risk Newbies
0,0,1,1,1,1,46,1,1,False,False,True,46,2,0,0,1,At-Risk Newbies
1,0,1,42,1,0,73,0,0,True,True,False,3066,1,0,1,0,Loyal High-Rollers
1,0,1,1,1,1,20,0,0,True,False,False,20,2,0,2,1,At-Risk Newbies
1,0,0,38,1,1,20,0,0,False,False,True,760,2,0,0,2,Stable Budgeteers
0,0,0,5,1,0,51,1,1,False,True,False,255,1,0,1,1,At-Risk Newbies
1,0,0,65,1,1,110,0,0,False,False,True,7150,2,0,0,0,Loyal High-Rollers
0,1,0,43,0,1,33,0,0,True,False,False,1419,1,1,2,2,Stable Budgeteers
0,0,0,72,1,0,85,0,0,False,True,False,6120,1,0,1,0,Loyal High-Rollers
1,0,0,60,1,1,94,1,1,False,False,False,5640,2,0,2,0,Loyal High-Rollers
1,0,0,55,1,0,101,0,0,False,False,False,5555,1,0,2,0,Loyal High-Rollers
0,0,1,70,1,0,113,0,0,False,False,False,7910,1,0,2,0,Loyal High-Rollers
0,0,0,6,1,0,74,0,0,True,True,False,444,1,0,1,1,At-Risk Newbies
0,0,1,13,1,1,104,0,0,False,False,False,1352,2,0,2,1,At-Risk Newbies
1,0,1,8,1,0,20,0,0,False,False,True,160,1,0,0,1,At-Risk Newbies
1,0,1,45,1,0,100,0,0,False,False,False,4500,1,0,2,0,Loyal High-Rollers
0,0,0,54,1,1,110,1,1,True,True,False,5940,2,0,1,0,Loyal High-Rollers
0,0,0,33,1,0,83,1,1,True,False,False,2739,1,0,2,0,Loyal High-Rollers
1,0,1,21,1,0,76,0,0,True,False,False,1596,1,0,2,1,At-Risk Newbies
0,1,0,55,1,1,100,1,1,False,False,True,5500,2,0,0,0,Loyal High-Rollers
0,0,0,1,1,1,75,1,1,True,False,False,75,2,0,2,1,At-Risk Newbies
1,0,0,44,1,1,69,0,0,True,True,False,3036,2,0,1,0,Loyal High-Rollers
1,0,0,72,1,1,87,0,0,True,False,False,6264,2,0,2,0,Loyal High-Rollers
1,0,1,13,1,0,62,0,0,False,False,True,806,1,0,0,1,At-Risk Newbies
0,0,1,36,1,0,104,0,0,False,False,False,3744,1,0,2,0,Loyal High-Rollers
1,0,0,71,1,1,26,0,0,True,False,True,1846,2,0,0,2,Stable Budgeteers
1,1,0,9,1,1,100,1,1,True,False,False,900,2,1,2,1,At-Risk Newbies
0,0,0,46,1,0,55,0,0,True,False,False,2530,1,0,2,2,Stable Budgeteers
0,1,0,61,1,0,104,1,1,True,True,False,6344,1,1,1,0,Loyal High-Rollers
1,1,0,72,1,0,77,0,0,False,True,False,5544,1,0,1,0,Loyal High-Rollers
1,0,0,11,1,1,75,1,1,False,False,False,825,2,0,2,1,At-Risk Newbies
0,0,0,2,1,1,70,0,0,False,False,True,140,2,0,0,1,At-Risk Newbies
1,0,0,2,1,0,19,0,0,False,False,False,38,1,0,2,1,At-Risk Newbies
0,0,0,4,1,1,79,1,1,False,False,False,316,2,0,2,1,At-Risk Newbies
1,0,0,3,1,1,49,1,1,False,True,False,147,2,0,1,1,At-Risk Newbies
0,0,0,3,0,0,35,0,0,False,False,True,105,0,0,0,1,At-Risk Newbies
0,0,0,43,1,0,65,0,0,True,True,False,2795,1,0,1,0,Loyal High-Rollers
0,0,1,61,1,1,20,0,0,False,False,True,1220,2,0,0,2,Stable Budgeteers
0,1,0,49,1,0,91,1,1,False,True,False,4459,1,0,1,0,Loyal High-Rollers
0,0,0,34,1,0,64,0,0,False,False,True,2176,1,0,0,1,At-Risk Newbies
1,0,0,1,1,1,50,0,0,True,False,False,50,2,0,2,1,At-Risk Newbies
0,0,0,1,1,1,46,1,1,True,False,False,46,2,0,2,1,At-Risk Newbies
0,0,0,61,1,0,86,0,0,True,False,False,5246,1,0,2,0,Loyal High-Rollers
0,0,1,4,1,0,74,1,1,False,False,False,296,1,0,2,1,At-Risk Newbies
1,0,0,59,1,0,69,0,0,False,False,True,4071,1,0,0,0,Loyal High-Rollers
1,0,1,4,1,0,45,0,0,False,False,False,180,1,0,2,1,At-Risk Newbies
1,0,1,0,1,0,20,0,0,False,False,True,0,1,0,0,1,At-Risk Newbies
1,0,0,22,1,0,20,0,0,True,False,False,440,1,0,2,2,Stable Budgeteers
0,0,0,72,1,1,85,0,0,True,False,False,6120,2,0,2,0,Loyal High-Rollers
1,0,1,15,0,0,30,0,0,True,False,False,450,0,0,2,1,At-Risk Newbies
0,0,0,1,1,1,19,1,1,False,False,True,19,2,0,0,1,At-Risk Newbies
0,0,0,57,1,0,95,1,1,False,True,False,5415,1,0,1,0,Loyal High-Rollers
1,0,1,39,1,0,86,1,1,False,True,False,3354,1,0,1,0,Loyal High-Rollers
0,1,0,6,1,1,20,0,0,True,True,False,120,2,1,1,1,At-Risk Newbies
0,0,0,16,1,0,63,0,0,False,True,False,1008,1,0,1,1,At-Risk Newbies
0,0,1,39,0,1,30,1,1,True,False,False,1170,1,0,2,2,Stable Budgeteers
1,0,1,4,1,0,20,0,0,True,False,False,80,1,0,2,1,At-Risk Newbies
1,0,0,59,1,1,107,1,1,True,True,False,6313,2,0,1,0,Loyal High-Rollers
0,0,1,69,1,0,84,0,0,False,False,False,5796,1,0,2,0,Loyal High-Rollers
1,0,1,24,1,0,70,0,0,False,False,False,1680,1,0,2,1,At-Risk Newbies
1,0,1,6,1,0,20,0,0,True,False,False,120,1,0,2,1,At-Risk Newbies
1,0,0,9,1,0,94,0,0,True,False,False,846,1,0,2,1,At-Risk Newbies
0,0,1,8,1,1,20,0,0,False,False,False,160,2,0,2,1,At-Risk Newbies
0,0,0,30,1,1,20,1,1,True,False,False,600,2,0,2,2,Stable Budgeteers
1,0,1,62,1,0,71,0,0,True,False,False,4402,1,0,2,0,Loyal High-Rollers
0,0,0,35,1,1,21,0,0,False,False,True,735,2,0,0,2,Stable Budgeteers
0,0,1,55,1,1,19,0,0,False,False,True,1045,2,0,0,2,Stable Budgeteers
0,0,0,2,1,1,61,0,0,True,False,False,122,2,0,2,1,At-Risk Newbies
1,1,0,29,1,0,94,1,1,True,False,False,2726,1,1,2,0,Loyal High-Rollers
1,0,0,2,1,0,75,0,0,True,False,False,150,1,0,2,1,At-Risk Newbies
1,1,0,33,0,1,55,0,0,True,False,True,1815,1,1,0,1,At-Risk Newbies
1,0,0,5,1,1,76,1,1,True,False,False,380,2,0,2,1,At-Risk Newbies
0,0,0,1,1,0,69,1,1,False,False,False,69,1,0,2,1,At-Risk Newbies
0,0,0,72,1,1,106,0,0,False,True,False,7632,2,0,1,0,Loyal High-Rollers
1,1,0,43,1,0,90,1,1,False,False,False,3870,1,0,2,0,Loyal High-Rollers
0,0,0,10,1,0,75,1,1,False,False,False,750,1,0,2,1,At-Risk Newbies
0,0,0,70,1,1,26,0,0,False,False,True,1820,2,0,0,2,Stable Budgeteers
